"","Exp","Dist","Dia","Turno","Long","Lat","TipVeh","Sexo","Edad","TipPer","Vict","gravedad","TipAcc"
"3006","2018S002417    ","Gràcia","Dimarts","Matí",2.15366,41.401374,"Motocicleta","Dona",24,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"1355","2018S001090    ","Eixample","Divendres","Matí",2.172194,41.406221,"Motocicleta","Home",21,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4756","2018S003757    ","Eixample","Dilluns","Tarda",2.151653,41.378821,"Motocicleta","Dona",29,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"6975","2018S005521    ","Sant Martí","Dimarts","Matí",2.196057,41.404944,"Motocicleta","Home",29,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2645","2018S002141    ","Gràcia","Divendres","Tarda",2.137599,41.41575,"Motocicleta","Home",21,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"5423","2018S004309    ","Sant Martí","Dilluns","Matí",2.185657,41.406065,"Motocicleta","Home",35,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"2658","2018S002149    ","Sants-Montjuïc","Dissabte","Matí",2.121964,41.323741,"Furgoneta","Home",30,"Conductor","Ferit lleu: Rebutja assistència sanitària",0,"Abast"
"6124","2018S004854    ","Sarrià-Sant Gervasi","Dilluns","Matí",2.12411,41.408915,"Cotxe","Dona",35,"Passatger","Ferit lleu: Rebutja assistència sanitària",0,"Abast"
"4314","2018S003431    ","Eixample","Dijous","Matí",2.148869,41.390204,"Cotxe","Dona",24,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"7923","2018S006270    ","Sants-Montjuïc","Dimarts","Tarda",2.131453,41.37548,"Motocicleta","Home",48,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"4567","2018S003614    ","Les Corts","Dimecres","Tarda",2.121412,41.377961,"Motocicleta","Dona",37,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"4332","2018S003444    ","Sarrià-Sant Gervasi","Dijous","Tarda",2.145512,41.411064,"Motocicleta","Dona",21,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"6503","2018S005159    ","Sants-Montjuïc","Dimecres","Matí",2.130464,41.375494,"Motocicleta","Home",24,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"9021","2018S007121    ","Sarrià-Sant Gervasi","Divendres","Tarda",2.141718,41.404624,"Motocicleta","Home",26,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2694","2018S002179    ","Ciutat Vella","Diumenge","Tarda",2.171327,41.380781,"Motocicleta","Home",21,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"5029","2018S003990    ","Horta-Guinardó","Dimecres","Tarda",2.145892,41.432299,"Cotxe","Home",27,"Conductor","Ferit lleu: Rebutja assistència sanitària",0,"Abast"
"3237","2018S002577    ","Nou Barris","Dijous","Matí",2.185058,41.447665,"Cotxe","Home",54,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"7674","2018S006084    ","Nou Barris","Dilluns","Tarda",2.163057,41.44019,"Cotxe","Home",63,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2239","2018S001792    ","Ciutat Vella","Dilluns","Matí",2.172474,41.374996,"Motocicleta","Dona",42,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"10518","2018S008302    ","Sant Martí","Dimarts","Tarda",2.213448,41.414899,"Motocicleta","Home",24,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"9091","2018S007168    ","Eixample","Dilluns","Matí",2.161847,41.39672,"Cotxe","Dona",19,"Vianant","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"8138","2018S006422    ","Ciutat Vella","Dijous","Matí",2.181974,41.381016,"Motocicleta","Home",83,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"7525","2018S005975    ","Eixample","Dijous","Matí",2.175428,41.400076,"Bicicleta","Home",26,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"4532","2018S003589    ","Sants-Montjuïc","Dimecres","Nit",2.172133,41.366507,"Cotxe","Home",28,"Conductor","Ferit lleu: Rebutja assistència sanitària",0,"Col.lisió frontal"
"6450","2018S005112    ","Eixample","Dimarts","Matí",2.170988,41.391485,"Motocicleta","Home",50,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"10647","2018S008409    ","Gràcia","Divendres","Tarda",2.162524,41.402332,"Bicicleta","Home",23,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"7081","2018S005607    ","Sant Martí","Dijous","Tarda",2.190367,41.404181,"Altres","Home",25,"Vianant","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Atropellament"
"10220","2018S008051    ","Sant Andreu","Dimarts","Matí",2.191173,41.42449,"Motocicleta","Home",36,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"3803","2018S003037    ","Gràcia","Divendres","Matí",2.154506,41.397422,"Motocicleta","Dona",34,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"8619","2018S006790    ","Nou Barris","Dissabte","Tarda",2.167322,41.430434,"Motocicleta","Dona",50,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"3225","2018S002564    ","Eixample","Dimecres","Tarda",2.17317,41.400095,"Motocicleta","Home",36,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"7231","2018S005732    ","Sarrià-Sant Gervasi","Dimarts","Tarda",2.146661,41.398429,"Motocicleta","Dona",43,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"5855","2018S004655    ","Eixample","Dilluns","Tarda",2.165956,41.391288,"Motocicleta","Home",40,"Conductor","Ferit lleu: Rebutja assistència sanitària",0,"Col.lisió lateral"
"3224","2018S002563    ","Eixample","Dimecres","Tarda",2.163111,41.397455,"Motocicleta","Dona",24,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"6868","2018S005437    ","Sant Martí","Divendres","Tarda",2.201567,41.414188,"Cotxe","Dona",50,"Conductor","Ferit lleu: Rebutja assistència sanitària",0,"Col.lisió lateral"
"11107","2018S008759    ","Ciutat Vella","Divendres","Matí",2.193746,41.386113,"Altres","Dona",22,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"10968","2018S008646    ","Sarrià-Sant Gervasi","Diumenge","Tarda",2.11538,41.402238,"Cotxe","Dona",65,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"3334","2018S002650    ","Gràcia","Dissabte","Matí",2.164154,41.40181,"Motocicleta","Home",30,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"39091","2018S003110    ","Eixample","Diumenge","Nit",2.153928,41.382222,"Motocicleta","Home",26,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"11984","2018S009453    ","Nou Barris","Dilluns","Tarda",2.180438,41.436437,"Bicicleta","Home",48,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"7538","2018S005984    ","Eixample","Dijous","Matí",2.175026,41.394138,"Cotxe","Dona",31,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"11394","2018S008996    ","Eixample","Dissabte","Tarda",2.175428,41.400076,"Motocicleta","Home",25,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"5671","2018S004515    ","Les Corts","Dimarts","Tarda",2.112065,41.38445,"Cotxe","Dona",35,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"4945","2018S003929    ","Nou Barris","Dilluns","Matí",2.179096,41.4456,"Motocicleta","Dona",57,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"8012","2018S006329    ","Eixample","Divendres","Tarda",2.18026,41.401742,"Cotxe","Dona",56,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"1852","2018S001508    ","Sarrià-Sant Gervasi","Dissabte","Tarda",2.121255,41.399986,"Motocicleta","Home",8,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"6961","2018S005508    ","Eixample","Dilluns","Tarda",2.153949,41.390746,"Bicicleta","Home",38,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"2901","2018S002344    ","Sarrià-Sant Gervasi","Dissabte","Matí",2.135246,41.40016,"Motocicleta","Home",41,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"11692","2018S009232    ","Sant Martí","Dilluns","Matí",2.201548,41.402318,"Furgoneta","Dona",74,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"7306","2018S005799    ","Sant Martí","Dijous","Tarda",2.196178,41.387797,"Motocicleta","Dona",26,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"6257","2018S004952    ","Eixample","Dimecres","Tarda",2.174422,41.394038,"Motocicleta","Home",19,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"4890","2018S003873    ","Les Corts","Divendres","Matí",2.132608,41.389624,"Motocicleta","Dona",50,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"10691","2018S008445    ","Horta-Guinardó","Diumenge","Tarda",2.152588,41.433329,"Motocicleta","Home",48,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"4422","2018S003523    ","Sants-Montjuïc","Diumenge","Matí",2.170756,41.372749,"Cotxe","Home",37,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"3501","2018S002796    ","Eixample","Dijous","Tarda",2.143749,41.384787,"Motocicleta","Home",67,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"2072","2018S001680    ","Sarrià-Sant Gervasi","Divendres","Matí",2.150455,41.3968,"Motocicleta","Home",60,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"2091","2018S001693    ","Sant Andreu","Dijous","Tarda",2.177358,41.427306,"Motocicleta","Home",24,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"5852","2018S004654    ","Eixample","Dilluns","Matí",2.182376,41.39968,"Cotxe","Home",55,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"3071","2018S002466    ","Eixample","Dijous","Tarda",2.148284,41.383082,"Motocicleta","Dona",31,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"2625","2018S002123    ","Eixample","Divendres","Tarda",2.158561,41.382137,"Bicicleta","Dona",26,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"8185","2018S006459    ","Sant Martí","Divendres","Tarda",2.180453,41.41579,"Autobús","Home",65,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda interior vehicle"
"579","2018S000475    ","Eixample","Dijous","Tarda",2.169896,41.390642,"Motocicleta","Home",26,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"8505","2018S006697    ","Horta-Guinardó","Dimecres","Matí",2.175699,41.417739,"Motocicleta","Dona",23,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"4270","2018S003392    ","Sant Martí","Dimecres","Tarda",2.199453,41.410956,"Motocicleta","Home",24,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"49621","2018S003942    ","Sants-Montjuïc","Dilluns","Nit",2.134635,41.37584,"Motocicleta","Home",21,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"9960","2018S007851    ","Eixample","Dimarts","Matí",2.171022,41.408714,"Furgoneta","Home",94,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"11147","2018S008798    ","Sant Martí","Dissabte","Tarda",2.206264,41.402411,"Motocicleta","Home",31,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"3428","2018S002731    ","Eixample","Dimarts","Matí",2.164013,41.386548,"Bicicleta","Dona",22,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"11658","2018S009208    ","Gràcia","Dissabte","Tarda",2.139803,41.419502,"Cotxe","Home",31,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"8834","2018S006969    ","Gràcia","Dilluns","Nit",2.141242,41.413721,"Furgoneta","Dona",15,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Xoc"
"8324","2018S006554    ","Eixample","Dimecres","Matí",2.164111,41.395009,"Cotxe","Dona",59,"Conductor","Ferit lleu: Rebutja assistència sanitària",0,"Col.lisió lateral"
"641","2018S000524    ","Gràcia","Diumenge","Tarda",2.148419,41.409167,"Motocicleta","Home",31,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"4793","2018S003788    ","Ciutat Vella","Dimarts","Matí",2.191425,41.384372,"Motocicleta","Home",42,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"5794","2018S004614    ","Eixample","Diumenge","Matí",2.181343,41.397326,"Motocicleta","Home",47,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"6792","2018S005383    ","Eixample","Dijous","Matí",2.174422,41.394038,"Motocicleta","Home",48,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"8465","2018S006664    ","Sants-Montjuïc","Dilluns","Tarda",2.136263,41.382059,"Motocicleta","Home",38,"Conductor","Ferit lleu: Rebutja assistència sanitària",0,"Col.lisió lateral"
"12335","2018S009733    ","Eixample","Dijous","Tarda",2.168539,41.40051,"Motocicleta","Dona",53,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"7495","2018S005953    ","Nou Barris","Dimecres","Tarda",2.1773,41.428683,"Autobús","Dona",64,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"5193","2018S004121    ","Eixample","Dilluns","Matí",2.173183,41.398395,"Motocicleta","Home",47,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"6569","2018S005207    ","Eixample","Divendres","Matí",2.151653,41.378821,"Cotxe","Home",41,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"709","2018S000579    ","Sarrià-Sant Gervasi","Dilluns","Tarda",2.129324,41.404208,"Cotxe","Home",48,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"3161","2018S002521    ","Nou Barris","Dimarts","Tarda",2.166537,41.437468,"Cotxe","Home",72,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"4812","2018S003808    ","Eixample","Dimarts","Nit",2.169487,41.388439,"Motocicleta","Home",62,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Altres"
"2396","2018S001928    ","Sants-Montjuïc","Divendres","Tarda",2.172133,41.366507,"Motocicleta","Home",25,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"10078","2018S007948    ","Les Corts","Divendres","Tarda",2.137088,41.390325,"Autobús","Dona",72,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"12152","2018S009582    ","Les Corts","Dissabte","Matí",2.137125,41.390772,"Cotxe","Dona",38,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"9731","2018S007655    ","Eixample","Dimarts","Matí",2.164116,41.388186,"Motocicleta","Home",40,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"6623","2018S005252    ","Les Corts","Dissabte","Tarda",2.12792,41.387971,"Cotxe","Dona",32,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Xoc"
"8021","2018S006335    ","Ciutat Vella","Dissabte","Matí",2.180002,41.383001,"Furgoneta","Dona",41,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"2079","2018S001682    ","Eixample","Divendres","Matí",2.164339,41.377776,"Bicicleta","Home",86,"Vianant","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Atropellament"
"7665","2018S006076    ","Les Corts","Dilluns","Tarda",2.134566,41.383156,"Motocicleta","Home",52,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"3776","2018S003015    ","Eixample","Dijous","Tarda",2.158049,41.383764,"Bicicleta","Home",34,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"8771","2018S006914    ","Les Corts","Dijous","Tarda",2.136569,41.388521,"Motocicleta","Home",53,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"4829","2018S003822    ","Sant Martí","Dimecres","Matí",2.192754,41.395653,"Bicicleta","Dona",26,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"11733","2018S009266    ","Les Corts","Dimarts","Matí",2.137346,41.387994,"Motocicleta","Home",19,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"11708","2018S009246    ","Sant Andreu","Dilluns","Tarda",2.189034,41.420361,"Cotxe","Home",47,"Conductor","Ferit lleu: Rebutja assistència sanitària",0,"Col.lisió lateral"
"8794","2018S006938    ","Horta-Guinardó","Divendres","Tarda",2.143933,41.42803,"Cotxe","Dona",42,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"3113","2018S002501    ","Eixample","Diumenge","Tarda",2.160184,41.388625,"Cotxe","Home",39,"Conductor","Ferit lleu: Rebutja assistència sanitària",0,"Col.lisió lateral"
"2684","2018S002172    ","Eixample","Diumenge","Matí",2.152804,41.383075,"Cotxe","Home",40,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"7175","2018S005684    ","Eixample","Diumenge","Nit",2.185955,41.397391,"Motocicleta","Home",40,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"12181","2018S009597    ","Eixample","Dissabte","Tarda",2.163416,41.39263,"Motocicleta","Dona",27,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"6424","2018S005093    ","Sants-Montjuïc","Dilluns","Tarda",2.142484,41.371076,"Motocicleta","Home",41,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"9499","2018S007474    ","Eixample","Dijous","Matí",2.161448,41.375178,"Cotxe","Dona",43,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"2033","2018S001647    ","Sants-Montjuïc","Dijous","Matí",2.150776,41.366252,"Motocicleta","Home",21,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"4891","2018S003874    ","Eixample","Divendres","Matí",2.155947,41.379832,"Motocicleta","Dona",26,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"5703","2018S004544    ","Eixample","Dimecres","Nit",2.15452,41.384236,"Motocicleta","Home",39,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"10497","2018S008284    ","Sant Martí","Dimarts","Matí",2.203618,41.397496,"Motocicleta","Dona",48,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"11192","2018S008831    ","Eixample","Dilluns","Tarda",2.176692,41.40444,"Motocicleta","Home",27,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"10663","2018S008421    ","Eixample","Dissabte","Matí",2.16187,41.389891,"Motocicleta","Dona",25,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"8150","2018S006433    ","Sarrià-Sant Gervasi","Dijous","Tarda",2.123923,41.399348,"Cotxe","Dona",25,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"11485","2018S009065    ","Eixample","Dimarts","Matí",2.178829,41.400958,"Motocicleta","Dona",51,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"6242","2018S004942    ","Sarrià-Sant Gervasi","Dimecres","Tarda",2.140721,41.40442,"Motocicleta","Home",34,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"6968","2018S005514    ","Sant Martí","Dimarts","Nit",2.195875,41.390526,"Cotxe","Home",37,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"4065","2018S003242    ","Sants-Montjuïc","Dijous","Nit",2.130948,41.375037,"Motocicleta","Home",27,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"4197","2018S003340    ","Eixample","Dilluns","Tarda",2.162904,41.390478,"Cotxe","Dona",28,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"242","2018S000209    ","Sarrià-Sant Gervasi","Dimarts","Tarda",2.122062,41.391882,"Motocicleta","Home",26,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"6075","2018S004815    ","Sarrià-Sant Gervasi","Divendres","Tarda",2.126589,41.417436,"Furgoneta","Home",68,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió frontal"
"10523","2018S008308    ","Sant Andreu","Dimarts","Tarda",2.192158,41.434506,"Cotxe","Dona",13,"Passatger","Ferit lleu: Rebutja assistència sanitària",0,"Abast"
"77","2018S000067    ","Sant Martí","Dijous","Matí",2.187763,41.412605,"Motocicleta","Home",26,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"871","2018S000717    ","Sants-Montjuïc","Divendres","Tarda",2.142964,41.370382,"Motocicleta","Home",33,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"1984","2018S001604    ","Eixample","Dimecres","Nit",2.182427,41.40007,"Motocicleta","Home",46,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"9303","2018S007335    ","Eixample","Dissabte","Tarda",2.172037,41.397542,"Motocicleta","Dona",48,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"8878","2018S007000    ","Eixample","Dimarts","Matí",2.153041,41.376085,"Motocicleta","Dona",43,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"11735","2018S009268    ","Les Corts","Dimarts","Matí",2.12536,41.387806,"Motocicleta","Home",57,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"5632","2018S004478    ","Sant Martí","Dilluns","Tarda",2.181123,41.407749,"Motocicleta","Dona",23,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"898","2018S000742    ","Eixample","Dissabte","Tarda",2.175441,41.401785,"Autobús","Dona",48,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda interior vehicle"
"7832","2018S006201    ","Sarrià-Sant Gervasi","Dissabte","Tarda",2.144267,41.393257,"Motocicleta","Home",31,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Caiguda (dues rodes)"
"9157","2018S007217    ","Horta-Guinardó","Dimecres","Matí",2.159589,41.439474,"Motocicleta","Home",30,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"1655","2018S001329    ","Sarrià-Sant Gervasi","Diumenge","Tarda",2.12411,41.408915,"Motocicleta","Home",30,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"4786","2018S003779    ","Sarrià-Sant Gervasi","Dimarts","Matí",2.130126,41.399757,"Motocicleta","Home",54,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"2715","2018S002197    ","Horta-Guinardó","Dilluns","Matí",2.153873,41.438327,"Cotxe","Home",37,"Conductor","Ferit lleu: Rebutja assistència sanitària",0,"Col.lisió lateral"
"700","2018S000571    ","Gràcia","Dilluns","Matí",2.140813,41.418461,"Motocicleta","Home",23,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"4777","2018S003772    ","Nou Barris","Dilluns","Nit",2.172291,41.435953,"Motocicleta","Home",22,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"784","2018S000640    ","Sants-Montjuïc","Dimecres","Tarda",2.151432,41.35244,"Cotxe","Dona",51,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"2725","2018S002203    ","Sants-Montjuïc","Dilluns","Matí",2.132557,41.371486,"Motocicleta","Dona",46,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Altres"
"659","2018S000534    ","Sarrià-Sant Gervasi","Dissabte","Tarda",2.154065,41.39767,"Motocicleta","Home",26,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"8085","2018S006385    ","Eixample","Dilluns","Matí",2.16149,41.384656,"Cotxe","Home",55,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"3591","2018S002867    ","Eixample","Diumenge","Matí",2.182219,41.405191,"Motocicleta","Home",55,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"1215","2018S000979    ","Eixample","Dilluns","Nit",2.150539,41.381379,"Cotxe","Home",36,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"868","2018S000714    ","Sant Andreu","Divendres","Tarda",2.19549,41.438108,"Furgoneta","Home",23,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"10616","2018S008383    ","Eixample","Divendres","Nit",2.166375,41.400128,"Cotxe","Home",48,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"9094","2018S007168    ","Eixample","Dilluns","Matí",2.161847,41.39672,"Cotxe","Dona",54,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"9845","2018S007751    ","Sants-Montjuïc","Divendres","Nit",2.124715,41.376876,"Cotxe","Dona",20,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"11839","2018S009345    ","Eixample","Dijous","Tarda",2.165353,41.387244,"Motocicleta","Dona",37,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"1249","2018S001005    ","Eixample","Dimarts","Tarda",2.152344,41.377118,"Autobús","Dona",38,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda interior vehicle"
